onet_soc_code,noc_plus_title,noc_2021,noc2021_title,onet_weight,noc_weight,cum_weight,cutoff_weight
11-1011.00,00018: Senior managers - public and private sector,00018,Senior managers - public and private sector,0.8333333333333333,0.5,0.4,0.4
11-1011.03,00018: Senior managers - public and private sector,00018,Senior managers - public and private sector,0.8333333333333333,0.5,0.8,0.4
11-3031.00,10010: Financial managers,10010,Financial managers,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
11-3031.01,10010: Financial managers,10010,Financial managers,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
11-3031.03,10010: Financial managers,10010,Financial managers,0.3333333333333333,0.3333333333333333,1,0.3333333333333333
11-3111.00,10011: Human resources managers,10011,Human resources managers,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333
11-3121.00,10011: Human resources managers,10011,Human resources managers,0.25,0.3333333333333333,0.6666666666666666,0.3333333333333333
11-3131.00,10011: Human resources managers,10011,Human resources managers,0.25,0.3333333333333333,1,0.3333333333333333
11-3061.00,10012: Purchasing managers,10012,Purchasing managers,1,1,0.96,0.96
11-9111.00,10019: Other administrative services managers,10019,Other administrative services managers,0.25,0.46153846153846156,0.3829787234042553,0.19148936170212766
23-1021.00,10019: Other administrative services managers,10019,Other administrative services managers,0.16666666666666666,0.30769230769230765,0.6382978723404256,0.19148936170212766
11-3012.00,10019: Other administrative services managers,10019,Other administrative services managers,0.125,0.23076923076923078,0.8297872340425532,0.19148936170212766
41-9021.00,"10020: Insurance, real estate and financial brokerage managers",10020,"Insurance, real estate and financial brokerage managers",1,0.4,0.4,0.13333333333333333
11-9141.00,"10020: Insurance, real estate and financial brokerage managers",10020,"Insurance, real estate and financial brokerage managers",0.5,0.2,0.6000000000000001,0.13333333333333333
11-3031.00,"10020: Insurance, real estate and financial brokerage managers",10020,"Insurance, real estate and financial brokerage managers",0.3333333333333333,0.13333333333333333,0.7333333333333334,0.13333333333333333
11-3031.01,"10020: Insurance, real estate and financial brokerage managers",10020,"Insurance, real estate and financial brokerage managers",0.3333333333333333,0.13333333333333333,0.8666666666666667,0.13333333333333333
11-3031.03,"10020: Insurance, real estate and financial brokerage managers",10020,"Insurance, real estate and financial brokerage managers",0.3333333333333333,0.13333333333333333,1,0.13333333333333333
11-3031.00,"10021: Banking, credit and other investment managers",10021,"Banking, credit and other investment managers",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
11-3031.01,"10021: Banking, credit and other investment managers",10021,"Banking, credit and other investment managers",0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
11-3031.03,"10021: Banking, credit and other investment managers",10021,"Banking, credit and other investment managers",0.3333333333333333,0.3333333333333333,1,0.3333333333333333
11-2011.00,"10022: Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",1,0.27272727272727276,0.23376623376623376,0.07792207792207792
11-2021.00,"10022: Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",1,0.27272727272727276,0.4675324675324675,0.07792207792207792
11-2033.00,"10022: Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",1,0.27272727272727276,0.7012987012987013,0.07792207792207792
13-1011.00,"10022: Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0.3333333333333333,0.09090909090909091,0.7792207792207793,0.07792207792207792
13-1131.00,"10022: Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0.3333333333333333,0.09090909090909091,0.8571428571428571,0.07792207792207792
11-9199.01,10029: Other business services managers,10029,Other business services managers,1,0.16666666666666666,0.16666666666666666,0.16666666666666666
11-9199.02,10029: Other business services managers,10029,Other business services managers,1,0.16666666666666666,0.3333333333333333,0.16666666666666666
11-9199.08,10029: Other business services managers,10029,Other business services managers,1,0.16666666666666666,0.5,0.16666666666666666
11-9199.09,10029: Other business services managers,10029,Other business services managers,1,0.16666666666666666,0.6666666666666666,0.16666666666666666
11-9199.10,10029: Other business services managers,10029,Other business services managers,1,0.16666666666666666,0.8333333333333333,0.16666666666666666
11-9199.11,10029: Other business services managers,10029,Other business services managers,1,0.16666666666666666,1,0.16666666666666666
11-1021.00,10030: Telecommunication carriers managers,10030,Telecommunication carriers managers,0.08333333333333333,1,1,1
13-2011.00,11100: Financial auditors and accountants,11100,Financial auditors and accountants,1,0.4285714285714286,0.4,0.13333333333333333
13-2052.00,11100: Financial auditors and accountants,11100,Financial auditors and accountants,0.3333333333333333,0.14285714285714285,0.5333333333333333,0.13333333333333333
13-2061.00,11100: Financial auditors and accountants,11100,Financial auditors and accountants,0.3333333333333333,0.14285714285714285,0.6666666666666667,0.13333333333333333
13-2099.01,11100: Financial auditors and accountants,11100,Financial auditors and accountants,0.3333333333333333,0.14285714285714285,0.8,0.13333333333333333
13-2099.04,11100: Financial auditors and accountants,11100,Financial auditors and accountants,0.3333333333333333,0.14285714285714285,0.9333333333333333,0.13333333333333333
13-2052.00,11102: Financial advisors,11102,Financial advisors,0.3333333333333333,0.25,0.2222222222222222,0.2222222222222222
13-2061.00,11102: Financial advisors,11102,Financial advisors,0.3333333333333333,0.25,0.4444444444444444,0.2222222222222222
13-2099.01,11102: Financial advisors,11102,Financial advisors,0.3333333333333333,0.25,0.6666666666666666,0.2222222222222222
13-2099.04,11102: Financial advisors,11102,Financial advisors,0.3333333333333333,0.25,0.8888888888888888,0.2222222222222222
41-3031.00,"11103: Securities agents, investment dealers and brokers",11103,"Securities agents, investment dealers and brokers",1,1,1,1
13-2052.00,11109: Other financial officers,11109,Other financial officers,0.3333333333333333,0.25,0.2222222222222222,0.2222222222222222
13-2061.00,11109: Other financial officers,11109,Other financial officers,0.3333333333333333,0.25,0.4444444444444444,0.2222222222222222
13-2099.01,11109: Other financial officers,11109,Other financial officers,0.3333333333333333,0.25,0.6666666666666666,0.2222222222222222
13-2099.04,11109: Other financial officers,11109,Other financial officers,0.3333333333333333,0.25,0.8888888888888888,0.2222222222222222
13-1075.00,11200: Human resources professionals,11200,Human resources professionals,1,0.21052631578947367,0.16901408450704225,0.04225352112676056
13-1141.00,11200: Human resources professionals,11200,Human resources professionals,1,0.21052631578947367,0.3380281690140845,0.04225352112676056
13-1151.00,11200: Human resources professionals,11200,Human resources professionals,1,0.21052631578947367,0.5070422535211268,0.04225352112676056
23-1022.00,11200: Human resources professionals,11200,Human resources professionals,1,0.21052631578947367,0.676056338028169,0.04225352112676056
11-3111.00,11200: Human resources professionals,11200,Human resources professionals,0.25,0.05263157894736842,0.7183098591549295,0.04225352112676056
11-3121.00,11200: Human resources professionals,11200,Human resources professionals,0.25,0.05263157894736842,0.7605633802816901,0.04225352112676056
11-3131.00,11200: Human resources professionals,11200,Human resources professionals,0.25,0.05263157894736842,0.8028169014084507,0.04225352112676056
13-1111.00,11201: Professional occupations in business management consulting,11201,Professional occupations in business management consulting,1,1,1,1
13-1161.00,"11202: Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",0.41666666666666663,0.2777777777777778,0.234375,0.1875
13-1161.01,"11202: Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",0.41666666666666663,0.2777777777777778,0.46875,0.1875
13-1011.00,"11202: Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",0.3333333333333333,0.2222222222222222,0.65625,0.1875
13-1131.00,"11202: Professional occupations in advertising, marketing and public relations",11202,"Professional occupations in advertising, marketing and public relations",0.3333333333333333,0.2222222222222222,0.84375,0.1875
43-1011.00,"12010: Supervisors, general office and administrative support workers",12010,"Supervisors, general office and administrative support workers",0.14285714285714285,1,1,1
43-1011.00,"12011: Supervisors, finance and insurance office workers",12011,"Supervisors, finance and insurance office workers",0.14285714285714285,1,1,1
43-1011.00,"12012: Supervisors, library, correspondence and related information workers",12012,"Supervisors, library, correspondence and related information workers",0.14285714285714285,1,1,1
53-1041.00,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",0.16666666666666666,0.2857142857142857,0.2641509433962264,0.1320754716981132
53-1042.00,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",0.16666666666666666,0.2857142857142857,0.5283018867924528,0.1320754716981132
53-1042.01,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",0.16666666666666666,0.2857142857142857,0.7924528301886793,0.1320754716981132
53-1043.00,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",12013,"Supervisors, supply chain, tracking and scheduling coordination occupations",0.08333333333333333,0.14285714285714285,0.9245283018867925,0.1320754716981132
43-6011.00,12100: Executive assistants,12100,Executive assistants,0.5,1,1,1
13-1071.00,12101: Human resources and recruitment officers,12101,Human resources and recruitment officers,1,0.5,0.5,0.5
13-1074.00,12101: Human resources and recruitment officers,12101,Human resources and recruitment officers,1,0.5,1,0.5
