onet_soc_code,onet_plus_title,noc_2021,noc_plus_title,equal_weight,path_weight,base_weight,down_weight
29-1011.00,29-1011.00: Chiropractors,31201,31201: Chiropractors,1,1,1,1
29-1123.00,29-1123.00: Physical Therapists,31202,31202: Physiotherapists,1,0.5,1,1
29-1122.00,29-1122.00: Occupational Therapists,31203,31203: Occupational therapists,0.5,1,0.5,0.5
29-1122.01,"29-1122.01: Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",31203,31203: Occupational therapists,0.5,1,0.5,0.5
29-1125.00,29-1125.00: Recreational Therapists,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,0.2,0.5,0.2222222222222222,0.23529411764705882
29-1129.01,29-1129.01: Art Therapists,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,0.2,0.5,0.2222222222222222,0.23529411764705882
29-1129.02,29-1129.02: Music Therapists,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,0.2,0.5,0.2222222222222222,0.23529411764705882
29-9091.00,29-9091.00: Athletic Trainers,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,0.2,0.5,0.2222222222222222,0.23529411764705882
29-1128.00,29-1128.00: Exercise Physiologists,31204,31204: Kinesiologists and other professional occupations in therapy and assessment,0.2,0.25,0.1111111111111111,0.058823529411764705
29-1081.00,29-1081.00: Podiatrists,31209,31209: Other professional occupations in health diagnosing and treating,0.3333333333333333,0.5,0.5,0.6666666666666666
29-1299.01,29-1299.01: Naturopathic Physicians,31209,31209: Other professional occupations in health diagnosing and treating,0.3333333333333333,0.25,0.25,0.16666666666666666
29-1299.02,29-1299.02: Orthoptists,31209,31209: Other professional occupations in health diagnosing and treating,0.3333333333333333,0.25,0.25,0.16666666666666666
29-1141.00,29-1141.00: Registered Nurses,31300,31300: Nursing coordinators and supervisors,0.2,0.5,0.2,0.2
29-1141.01,29-1141.01: Acute Care Nurses,31300,31300: Nursing coordinators and supervisors,0.2,0.5,0.2,0.2
29-1141.02,29-1141.02: Advanced Practice Psychiatric Nurses,31300,31300: Nursing coordinators and supervisors,0.2,0.5,0.2,0.2
29-1141.03,29-1141.03: Critical Care Nurses,31300,31300: Nursing coordinators and supervisors,0.2,0.5,0.2,0.2
29-1141.04,29-1141.04: Clinical Nurse Specialists,31300,31300: Nursing coordinators and supervisors,0.2,0.5,0.2,0.2
29-1141.00,29-1141.00: Registered Nurses,31301,31301: Registered nurses and registered psychiatric nurses,0.2,0.5,0.2,0.2
29-1141.01,29-1141.01: Acute Care Nurses,31301,31301: Registered nurses and registered psychiatric nurses,0.2,0.5,0.2,0.2
29-1141.02,29-1141.02: Advanced Practice Psychiatric Nurses,31301,31301: Registered nurses and registered psychiatric nurses,0.2,0.5,0.2,0.2
29-1141.03,29-1141.03: Critical Care Nurses,31301,31301: Registered nurses and registered psychiatric nurses,0.2,0.5,0.2,0.2
29-1141.04,29-1141.04: Clinical Nurse Specialists,31301,31301: Registered nurses and registered psychiatric nurses,0.2,0.5,0.2,0.2
29-1151.00,29-1151.00: Nurse Anesthetists,31302,31302: Nurse practitioners,0.2,0.3333333333333333,0.25,0.2857142857142857
29-1161.00,29-1161.00: Nurse Midwives,31302,31302: Nurse practitioners,0.2,0.3333333333333333,0.25,0.2857142857142857
29-1171.00,29-1171.00: Nurse Practitioners,31302,31302: Nurse practitioners,0.2,0.3333333333333333,0.25,0.2857142857142857
29-1071.00,29-1071.00: Physician Assistants,31302,31302: Nurse practitioners,0.2,0.16666666666666666,0.125,0.07142857142857142
29-1071.01,29-1071.01: Anesthesiologist Assistants,31302,31302: Nurse practitioners,0.2,0.16666666666666666,0.125,0.07142857142857142
29-1081.00,29-1081.00: Podiatrists,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.5,0.1,0.1512605042016807
21-1011.00,21-1011.00: Substance Abuse and Behavioral Disorder Counselors,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
21-1013.00,21-1013.00: Marriage and Family Therapists,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
21-1014.00,21-1014.00: Mental Health Counselors,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
21-1015.00,21-1015.00: Rehabilitation Counselors,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-1151.00,29-1151.00: Nurse Anesthetists,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-1161.00,29-1161.00: Nurse Midwives,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-1171.00,29-1171.00: Nurse Practitioners,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-2012.00,29-2012.00: Medical and Clinical Laboratory Technicians,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-2012.01,29-2012.01: Histology Technicians,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-9092.00,29-9092.00: Genetic Counselors,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
31-9097.00,31-9097.00: Phlebotomists,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.3333333333333333,0.06666666666666667,0.06722689075630252
29-1299.01,29-1299.01: Naturopathic Physicians,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.25,0.05,0.03781512605042017
29-1299.02,29-1299.02: Orthoptists,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.25,0.05,0.03781512605042017
29-1071.00,29-1071.00: Physician Assistants,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.16666666666666666,0.03333333333333333,0.01680672268907563
29-1071.01,29-1071.01: Anesthesiologist Assistants,31303,"31303: Physician assistants, midwives and allied health professionals",0.0625,0.16666666666666666,0.03333333333333333,0.01680672268907563
29-2081.00,"29-2081.00: Opticians, Dispensing",32100,32100: Opticians,1,1,1,1
29-2061.00,29-2061.00: Licensed Practical and Licensed Vocational Nurses,32101,32101: Licensed practical nurses,0.5,1,0.6666666666666666,0.7999999999999999
29-2055.00,29-2055.00: Surgical Technologists,32101,32101: Licensed practical nurses,0.5,0.5,0.3333333333333333,0.19999999999999998
53-3011.00,"53-3011.00: Ambulance Drivers and Attendants, Except Emergency Medical Technicians",32102,32102: Paramedical occupations,1,1,1,1
29-1126.00,29-1126.00: Respiratory Therapists,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,1,0.2608695652173913,0.5070422535211268
29-2031.00,29-2031.00: Cardiovascular Technologists and Technicians,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.5,0.13043478260869565,0.1267605633802817
29-1151.00,29-1151.00: Nurse Anesthetists,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.3333333333333333,0.08695652173913043,0.05633802816901408
29-1161.00,29-1161.00: Nurse Midwives,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.3333333333333333,0.08695652173913043,0.05633802816901408
29-1171.00,29-1171.00: Nurse Practitioners,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.3333333333333333,0.08695652173913043,0.05633802816901408
29-2099.01,29-2099.01: Neurodiagnostic Technologists,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.3333333333333333,0.08695652173913043,0.05633802816901408
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.3333333333333333,0.08695652173913043,0.05633802816901408
29-2099.08,29-2099.08: Patient Representatives,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.3333333333333333,0.08695652173913043,0.05633802816901408
29-1071.00,29-1071.00: Physician Assistants,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.16666666666666666,0.043478260869565216,0.01408450704225352
29-1071.01,29-1071.01: Anesthesiologist Assistants,32103,"32103: Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",0.1,0.16666666666666666,0.043478260869565216,0.01408450704225352
29-2056.00,29-2056.00: Veterinary Technologists and Technicians,32104,32104: Animal health technologists and veterinary technicians,0.5,1,0.5,0.5
31-9096.00,31-9096.00: Veterinary Assistants and Laboratory Animal Caretakers,32104,32104: Animal health technologists and veterinary technicians,0.5,1,0.5,0.5
29-1123.00,29-1123.00: Physical Therapists,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.5,0.08333333333333333,0.10465116279069768
29-2057.00,29-2057.00: Ophthalmic Medical Technicians,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.5,0.08333333333333333,0.10465116279069768
29-2092.00,29-2092.00: Hearing Aid Specialists,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.5,0.08333333333333333,0.10465116279069768
31-2011.00,31-2011.00: Occupational Therapy Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.5,0.08333333333333333,0.10465116279069768
31-2021.00,31-2021.00: Physical Therapist Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.5,0.08333333333333333,0.10465116279069768
31-2022.00,31-2022.00: Physical Therapist Aides,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.5,0.08333333333333333,0.10465116279069768
29-9093.00,29-9093.00: Surgical Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
31-2012.00,31-2012.00: Occupational Therapy Aides,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
31-9092.00,31-9092.00: Medical Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
31-9093.00,31-9093.00: Medical Equipment Preparers,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
31-9099.01,31-9099.01: Speech-Language Pathology Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
31-9099.02,31-9099.02: Endoscopy Technicians,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
51-9083.00,51-9083.00: Ophthalmic Laboratory Technicians,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.3333333333333333,0.05555555555555555,0.04651162790697675
29-1071.00,29-1071.00: Physician Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.16666666666666666,0.027777777777777776,0.011627906976744188
29-1071.01,29-1071.01: Anesthesiologist Assistants,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.16666666666666666,0.027777777777777776,0.011627906976744188
29-2055.00,29-2055.00: Surgical Technologists,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.16666666666666666,0.027777777777777776,0.011627906976744188
31-9095.00,31-9095.00: Pharmacy Aides,32109,32109: Other technical occupations in therapy and assessment,0.058823529411764705,0.16666666666666666,0.027777777777777776,0.011627906976744188
51-9081.00,51-9081.00: Dental Laboratory Technicians,32110,32110: Denturists,1,0.5,1,1
29-1292.00,29-1292.00: Dental Hygienists,32111,32111: Dental hygienists and dental therapists,1,1,1,1
51-9081.00,51-9081.00: Dental Laboratory Technicians,32112,32112: Dental technologists and technicians,1,0.25,1,1
29-2011.00,29-2011.00: Medical and Clinical Laboratory Technologists,32120,32120: Medical laboratory technologists,0.14285714285714285,1,0.2,0.23076923076923078
29-2011.01,29-2011.01: Cytogenetic Technologists,32120,32120: Medical laboratory technologists,0.14285714285714285,1,0.2,0.23076923076923078
29-2011.02,29-2011.02: Cytotechnologists,32120,32120: Medical laboratory technologists,0.14285714285714285,1,0.2,0.23076923076923078
29-2011.04,29-2011.04: Histotechnologists,32120,32120: Medical laboratory technologists,0.14285714285714285,1,0.2,0.23076923076923078
29-2012.00,29-2012.00: Medical and Clinical Laboratory Technicians,32120,32120: Medical laboratory technologists,0.14285714285714285,0.3333333333333333,0.06666666666666667,0.025641025641025637
29-2012.01,29-2012.01: Histology Technicians,32120,32120: Medical laboratory technologists,0.14285714285714285,0.3333333333333333,0.06666666666666667,0.025641025641025637
31-9097.00,31-9097.00: Phlebotomists,32120,32120: Medical laboratory technologists,0.14285714285714285,0.3333333333333333,0.06666666666666667,0.025641025641025637
29-1124.00,29-1124.00: Radiation Therapists,32121,32121: Medical radiation technologists,0.2,1,0.2,0.2
29-2033.00,29-2033.00: Nuclear Medicine Technologists,32121,32121: Medical radiation technologists,0.2,1,0.2,0.2
29-2034.00,29-2034.00: Radiologic Technologists and Technicians,32121,32121: Medical radiation technologists,0.2,1,0.2,0.2
29-2035.00,29-2035.00: Magnetic Resonance Imaging Technologists,32121,32121: Medical radiation technologists,0.2,1,0.2,0.2
29-2036.00,29-2036.00: Medical Dosimetrists,32121,32121: Medical radiation technologists,0.2,1,0.2,0.2
29-2032.00,29-2032.00: Diagnostic Medical Sonographers,32122,32122: Medical sonographers,1,1,1,1
29-2031.00,29-2031.00: Cardiovascular Technologists and Technicians,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,0.25,0.5,0.3333333333333333,0.42857142857142855
29-2099.01,29-2099.01: Neurodiagnostic Technologists,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,0.25,0.3333333333333333,0.2222222222222222,0.19047619047619047
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,0.25,0.3333333333333333,0.2222222222222222,0.19047619047619047
29-2099.08,29-2099.08: Patient Representatives,32123,32123: Cardiology technologists and electrophysiological diagnostic technologists,0.25,0.3333333333333333,0.2222222222222222,0.19047619047619047
29-2051.00,29-2051.00: Dietetic Technicians,32124,32124: Pharmacy technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2052.00,29-2052.00: Pharmacy Technicians,32124,32124: Pharmacy technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2053.00,29-2053.00: Psychiatric Technicians,32124,32124: Pharmacy technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2091.00,29-2091.00: Orthotists and Prosthetists,32124,32124: Pharmacy technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
51-9082.00,51-9082.00: Medical Appliance Technicians,32124,32124: Pharmacy technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2099.01,29-2099.01: Neurodiagnostic Technologists,32124,32124: Pharmacy technicians,0.125,0.1111111111111111,0.05555555555555555,0.020833333333333332
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,32124,32124: Pharmacy technicians,0.125,0.1111111111111111,0.05555555555555555,0.020833333333333332
29-2099.08,29-2099.08: Patient Representatives,32124,32124: Pharmacy technicians,0.125,0.1111111111111111,0.05555555555555555,0.020833333333333332
29-2051.00,29-2051.00: Dietetic Technicians,32129,32129: Other medical technologists and technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2052.00,29-2052.00: Pharmacy Technicians,32129,32129: Other medical technologists and technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2053.00,29-2053.00: Psychiatric Technicians,32129,32129: Other medical technologists and technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2091.00,29-2091.00: Orthotists and Prosthetists,32129,32129: Other medical technologists and technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
51-9082.00,51-9082.00: Medical Appliance Technicians,32129,32129: Other medical technologists and technicians,0.125,0.3333333333333333,0.16666666666666666,0.1875
29-2099.01,29-2099.01: Neurodiagnostic Technologists,32129,32129: Other medical technologists and technicians,0.125,0.1111111111111111,0.05555555555555555,0.020833333333333332
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,32129,32129: Other medical technologists and technicians,0.125,0.1111111111111111,0.05555555555555555,0.020833333333333332
29-2099.08,29-2099.08: Patient Representatives,32129,32129: Other medical technologists and technicians,0.125,0.1111111111111111,0.05555555555555555,0.020833333333333332
29-1291.00,29-1291.00: Acupuncturists,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,0.2,0.5,0.2857142857142857,0.36363636363636365
29-9099.01,29-9099.01: Midwives,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,0.2,0.5,0.2857142857142857,0.36363636363636365
29-1299.01,29-1299.01: Naturopathic Physicians,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,0.2,0.25,0.14285714285714285,0.09090909090909091
29-1299.02,29-1299.02: Orthoptists,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,0.2,0.25,0.14285714285714285,0.09090909090909091
31-9011.00,31-9011.00: Massage Therapists,32200,32200: Traditional Chinese medicine practitioners and acupuncturists,0.2,0.25,0.14285714285714285,0.09090909090909091
31-9011.00,31-9011.00: Massage Therapists,32201,32201: Massage therapists,1,0.5,1,1
29-1291.00,29-1291.00: Acupuncturists,32209,32209: Other practitioners of natural healing,0.2,0.5,0.2857142857142857,0.36363636363636365
29-9099.01,29-9099.01: Midwives,32209,32209: Other practitioners of natural healing,0.2,0.5,0.2857142857142857,0.36363636363636365
29-1299.01,29-1299.01: Naturopathic Physicians,32209,32209: Other practitioners of natural healing,0.2,0.25,0.14285714285714285,0.09090909090909091
29-1299.02,29-1299.02: Orthoptists,32209,32209: Other practitioners of natural healing,0.2,0.25,0.14285714285714285,0.09090909090909091
31-9011.00,31-9011.00: Massage Therapists,32209,32209: Other practitioners of natural healing,0.2,0.25,0.14285714285714285,0.09090909090909091
31-9091.00,31-9091.00: Dental Assistants,33100,33100: Dental assistants and dental laboratory assistants,0.5,1,0.8,0.9411764705882353
51-9081.00,51-9081.00: Dental Laboratory Technicians,33100,33100: Dental assistants and dental laboratory assistants,0.5,0.25,0.2,0.058823529411764705
29-2012.00,29-2012.00: Medical and Clinical Laboratory Technicians,33101,33101: Medical laboratory assistants and related technical occupations,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
29-2012.01,29-2012.01: Histology Technicians,33101,33101: Medical laboratory assistants and related technical occupations,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
31-9097.00,31-9097.00: Phlebotomists,33101,33101: Medical laboratory assistants and related technical occupations,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
31-1131.00,31-1131.00: Nursing Assistants,33102,"33102: Nurse aides, orderlies and patient service associates",0.25,1,0.2857142857142857,0.3076923076923077
31-1132.00,31-1132.00: Orderlies,33102,"33102: Nurse aides, orderlies and patient service associates",0.25,1,0.2857142857142857,0.3076923076923077
31-1133.00,31-1133.00: Psychiatric Aides,33102,"33102: Nurse aides, orderlies and patient service associates",0.25,1,0.2857142857142857,0.3076923076923077
31-1122.00,31-1122.00: Personal Care Aides,33102,"33102: Nurse aides, orderlies and patient service associates",0.25,0.5,0.14285714285714285,0.07692307692307693
29-2051.00,29-2051.00: Dietetic Technicians,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
29-2052.00,29-2052.00: Pharmacy Technicians,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
29-2053.00,29-2053.00: Psychiatric Technicians,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
29-2091.00,29-2091.00: Orthotists and Prosthetists,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
29-9093.00,29-9093.00: Surgical Assistants,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
31-2012.00,31-2012.00: Occupational Therapy Aides,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
31-9092.00,31-9092.00: Medical Assistants,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
31-9093.00,31-9093.00: Medical Equipment Preparers,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
31-9099.01,31-9099.01: Speech-Language Pathology Assistants,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
31-9099.02,31-9099.02: Endoscopy Technicians,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
51-9082.00,51-9082.00: Medical Appliance Technicians,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
51-9083.00,51-9083.00: Ophthalmic Laboratory Technicians,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.3333333333333333,0.06666666666666667,0.075
29-1071.00,29-1071.00: Physician Assistants,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.16666666666666666,0.03333333333333333,0.01875
29-1071.01,29-1071.01: Anesthesiologist Assistants,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.16666666666666666,0.03333333333333333,0.01875
29-2055.00,29-2055.00: Surgical Technologists,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.16666666666666666,0.03333333333333333,0.01875
31-9095.00,31-9095.00: Pharmacy Aides,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.16666666666666666,0.03333333333333333,0.01875
29-2099.01,29-2099.01: Neurodiagnostic Technologists,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.1111111111111111,0.02222222222222222,0.008333333333333331
29-2099.05,29-2099.05: Ophthalmic Medical Technologists,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.1111111111111111,0.02222222222222222,0.008333333333333331
29-2099.08,29-2099.08: Patient Representatives,33103,33103: Pharmacy technical assistants and pharmacy assistants,0.05263157894736842,0.1111111111111111,0.02222222222222222,0.008333333333333331
29-2057.00,29-2057.00: Ophthalmic Medical Technicians,33109,33109: Other assisting occupations in support of health services,0.0625,0.5,0.09090909090909091,0.1168831168831169
29-2092.00,29-2092.00: Hearing Aid Specialists,33109,33109: Other assisting occupations in support of health services,0.0625,0.5,0.09090909090909091,0.1168831168831169
31-2011.00,31-2011.00: Occupational Therapy Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.5,0.09090909090909091,0.1168831168831169
31-2021.00,31-2021.00: Physical Therapist Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.5,0.09090909090909091,0.1168831168831169
31-2022.00,31-2022.00: Physical Therapist Aides,33109,33109: Other assisting occupations in support of health services,0.0625,0.5,0.09090909090909091,0.1168831168831169
29-9093.00,29-9093.00: Surgical Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
31-2012.00,31-2012.00: Occupational Therapy Aides,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
31-9092.00,31-9092.00: Medical Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
31-9093.00,31-9093.00: Medical Equipment Preparers,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
31-9099.01,31-9099.01: Speech-Language Pathology Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
31-9099.02,31-9099.02: Endoscopy Technicians,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
51-9083.00,51-9083.00: Ophthalmic Laboratory Technicians,33109,33109: Other assisting occupations in support of health services,0.0625,0.3333333333333333,0.0606060606060606,0.051948051948051945
29-1071.00,29-1071.00: Physician Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.16666666666666666,0.0303030303030303,0.012987012987012986
29-1071.01,29-1071.01: Anesthesiologist Assistants,33109,33109: Other assisting occupations in support of health services,0.0625,0.16666666666666666,0.0303030303030303,0.012987012987012986
29-2055.00,29-2055.00: Surgical Technologists,33109,33109: Other assisting occupations in support of health services,0.0625,0.16666666666666666,0.0303030303030303,0.012987012987012986
31-9095.00,31-9095.00: Pharmacy Aides,33109,33109: Other assisting occupations in support of health services,0.0625,0.16666666666666666,0.0303030303030303,0.012987012987012986
11-3012.00,11-3012.00: Administrative Services Managers,40010,40010: Government managers - health and social policy development and program administration,1,0.125,1,1
11-3012.00,11-3012.00: Administrative Services Managers,40011,"40011: Government managers - economic analysis, policy development and program administration",1,0.125,1,1
11-3012.00,11-3012.00: Administrative Services Managers,40012,40012: Government managers - education policy development and program administration,1,0.125,1,1
11-9161.00,11-9161.00: Emergency Management Directors,40019,40019: Other managers in public administration,0.3333333333333333,1,0.8275862068965518,0.9779286926994907
11-3012.00,11-3012.00: Administrative Services Managers,40019,40019: Other managers in public administration,0.3333333333333333,0.125,0.10344827586206898,0.015280135823429542
11-1021.00,11-1021.00: General and Operations Managers,40019,40019: Other managers in public administration,0.3333333333333333,0.08333333333333333,0.06896551724137931,0.0067911714770797936
11-9033.00,"11-9033.00: Education Administrators, Postsecondary",40020,40020: Administrators - post-secondary education and vocational training,0.5,1,0.8888888888888888,0.9846153846153846
11-3012.00,11-3012.00: Administrative Services Managers,40020,40020: Administrators - post-secondary education and vocational training,0.5,0.125,0.1111111111111111,0.015384615384615384
11-9032.00,"11-9032.00: Education Administrators, Kindergarten through Secondary",40021,40021: School principals and administrators of elementary and secondary education,0.3333333333333333,1,0.75,0.9473684210526315
11-1011.00,11-1011.00: Chief Executives,40021,40021: School principals and administrators of elementary and secondary education,0.3333333333333333,0.16666666666666666,0.125,0.02631578947368421
11-1011.03,11-1011.03: Chief Sustainability Officers,40021,40021: School principals and administrators of elementary and secondary education,0.3333333333333333,0.16666666666666666,0.125,0.02631578947368421
11-9031.00,"11-9031.00: Education and Childcare Administrators, Preschool and Daycare",40030,"40030: Managers in social, community and correctional services",0.3333333333333333,1,0.4,0.4444444444444444
11-9151.00,11-9151.00: Social and Community Service Managers,40030,"40030: Managers in social, community and correctional services",0.3333333333333333,1,0.4,0.4444444444444444
21-2021.00,"21-2021.00: Directors, Religious Activities and Education",40030,"40030: Managers in social, community and correctional services",0.3333333333333333,0.5,0.2,0.1111111111111111
33-1012.00,33-1012.00: First-Line Supervisors of Police and Detectives,40040,40040: Commissioned police officers and related occupations in public protection services,0.5,0.5,0.9230769230769231,0.993103448275862
11-1021.00,11-1021.00: General and Operations Managers,40040,40040: Commissioned police officers and related occupations in public protection services,0.5,0.041666666666666664,0.07692307692307693,0.006896551724137931
33-2021.00,33-2021.00: Fire Inspectors and Investigators,40041,40041: Fire chiefs and senior firefighting officers,0.5,0.5,0.8571428571428571,0.9729729729729729
11-1021.00,11-1021.00: General and Operations Managers,40041,40041: Fire chiefs and senior firefighting officers,0.5,0.08333333333333333,0.14285714285714285,0.027027027027027025
11-1021.00,11-1021.00: General and Operations Managers,40042,40042: Commissioned officers of the Canadian Armed Forces,1,0.041666666666666664,1,1
23-1023.00,"23-1023.00: Judges, Magistrate Judges, and Magistrates",41100,41100: Judges,1,1,1,1
