onet_soc_code,onet_plus_title,noc_2021,noc_plus_title,equal_weight,path_weight,base_weight,down_weight
23-1021.00,"23-1021.00: Administrative Law Judges, Adjudicators, and Hearing Officers",10019,10019: Other administrative services managers,0.25,0.16666666666666666,0.2553191489361702,0.23491027732463293
11-3012.00,11-3012.00: Administrative Services Managers,10019,10019: Other administrative services managers,0.25,0.125,0.19148936170212766,0.13213703099510604
43-4031.00,"43-4031.00: Court, Municipal, and License Clerks",10019,10019: Other administrative services managers,0.25,0.1111111111111111,0.1702127659574468,0.10440456769983687
41-9021.00,41-9021.00: Real Estate Brokers,10020,"10020: Insurance, real estate and financial brokerage managers",0.2,1,0.4,0.6315789473684211
11-9141.00,"11-9141.00: Property, Real Estate, and Community Association Managers",10020,"10020: Insurance, real estate and financial brokerage managers",0.2,0.5,0.2,0.15789473684210528
11-3031.00,11-3031.00: Financial Managers,10020,"10020: Insurance, real estate and financial brokerage managers",0.2,0.3333333333333333,0.13333333333333333,0.07017543859649122
11-3031.01,11-3031.01: Treasurers and Controllers,10020,"10020: Insurance, real estate and financial brokerage managers",0.2,0.3333333333333333,0.13333333333333333,0.07017543859649122
11-3031.03,11-3031.03: Investment Fund Managers,10020,"10020: Insurance, real estate and financial brokerage managers",0.2,0.3333333333333333,0.13333333333333333,0.07017543859649122
11-3031.00,11-3031.00: Financial Managers,10021,"10021: Banking, credit and other investment managers",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
11-3031.01,11-3031.01: Treasurers and Controllers,10021,"10021: Banking, credit and other investment managers",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
11-3031.03,11-3031.03: Investment Fund Managers,10021,"10021: Banking, credit and other investment managers",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
11-2011.00,11-2011.00: Advertising and Promotions Managers,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,1,0.23376623376623376,0.3013953488372093
11-2021.00,11-2021.00: Marketing Managers,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,1,0.23376623376623376,0.3013953488372093
11-2033.00,11-2033.00: Fundraising Managers,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,1,0.23376623376623376,0.3013953488372093
13-1011.00,"13-1011.00: Agents and Business Managers of Artists, Performers, and Athletes",10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,0.3333333333333333,0.07792207792207792,0.03348837209302326
13-1131.00,13-1131.00: Fundraisers,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,0.3333333333333333,0.07792207792207792,0.03348837209302326
13-1161.00,13-1161.00: Market Research Analysts and Marketing Specialists,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,0.16666666666666666,0.03896103896103896,0.008372093023255815
13-1161.01,13-1161.01: Search Marketing Strategists,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,0.16666666666666666,0.03896103896103896,0.008372093023255815
41-3011.00,41-3011.00: Advertising Sales Agents,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,0.16666666666666666,0.03896103896103896,0.008372093023255815
27-3031.00,27-3031.00: Public Relations Specialists,10022,"10022: Advertising, marketing and public relations managers",0.1111111111111111,0.1111111111111111,0.025974025974025972,0.003720930232558139
11-9199.01,11-9199.01: Regulatory Affairs Managers,10029,10029: Other business services managers,0.16666666666666666,1,0.16666666666666666,0.16666666666666666
11-9199.02,11-9199.02: Compliance Managers,10029,10029: Other business services managers,0.16666666666666666,1,0.16666666666666666,0.16666666666666666
11-9199.08,11-9199.08: Loss Prevention Managers,10029,10029: Other business services managers,0.16666666666666666,1,0.16666666666666666,0.16666666666666666
11-9199.09,11-9199.09: Wind Energy Operations Managers,10029,10029: Other business services managers,0.16666666666666666,1,0.16666666666666666,0.16666666666666666
11-9199.10,11-9199.10: Wind Energy Development Managers,10029,10029: Other business services managers,0.16666666666666666,1,0.16666666666666666,0.16666666666666666
11-9199.11,11-9199.11: Brownfield Redevelopment Specialists and Site Managers,10029,10029: Other business services managers,0.16666666666666666,1,0.16666666666666666,0.16666666666666666
11-1021.00,11-1021.00: General and Operations Managers,10030,10030: Telecommunication carriers managers,1,0.08333333333333333,1,1
13-2011.00,13-2011.00: Accountants and Auditors,11100,11100: Financial auditors and accountants,0.16666666666666666,1,0.4,0.679245283018868
13-2052.00,13-2052.00: Personal Financial Advisors,11100,11100: Financial auditors and accountants,0.16666666666666666,0.3333333333333333,0.13333333333333333,0.07547169811320754
13-2061.00,13-2061.00: Financial Examiners,11100,11100: Financial auditors and accountants,0.16666666666666666,0.3333333333333333,0.13333333333333333,0.07547169811320754
13-2099.01,13-2099.01: Financial Quantitative Analysts,11100,11100: Financial auditors and accountants,0.16666666666666666,0.3333333333333333,0.13333333333333333,0.07547169811320754
13-2099.04,"13-2099.04: Fraud Examiners, Investigators and Analysts",11100,11100: Financial auditors and accountants,0.16666666666666666,0.3333333333333333,0.13333333333333333,0.07547169811320754
13-2072.00,13-2072.00: Loan Officers,11100,11100: Financial auditors and accountants,0.16666666666666666,0.16666666666666666,0.06666666666666667,0.018867924528301886
13-2052.00,13-2052.00: Personal Financial Advisors,11102,11102: Financial advisors,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2061.00,13-2061.00: Financial Examiners,11102,11102: Financial advisors,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2099.01,13-2099.01: Financial Quantitative Analysts,11102,11102: Financial advisors,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2099.04,"13-2099.04: Fraud Examiners, Investigators and Analysts",11102,11102: Financial advisors,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2072.00,13-2072.00: Loan Officers,11102,11102: Financial advisors,0.2,0.16666666666666666,0.1111111111111111,0.058823529411764705
41-3031.00,"41-3031.00: Securities, Commodities, and Financial Services Sales Agents",11103,"11103: Securities agents, investment dealers and brokers",1,1,1,1
13-2052.00,13-2052.00: Personal Financial Advisors,11109,11109: Other financial officers,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2061.00,13-2061.00: Financial Examiners,11109,11109: Other financial officers,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2099.01,13-2099.01: Financial Quantitative Analysts,11109,11109: Other financial officers,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2099.04,"13-2099.04: Fraud Examiners, Investigators and Analysts",11109,11109: Other financial officers,0.2,0.3333333333333333,0.2222222222222222,0.23529411764705882
13-2072.00,13-2072.00: Loan Officers,11109,11109: Other financial officers,0.2,0.16666666666666666,0.1111111111111111,0.058823529411764705
13-1075.00,13-1075.00: Labor Relations Specialists,11200,11200: Human resources professionals,0.07142857142857142,1,0.16901408450704225,0.22820919175911253
13-1141.00,"13-1141.00: Compensation, Benefits, and Job Analysis Specialists",11200,11200: Human resources professionals,0.07142857142857142,1,0.16901408450704225,0.22820919175911253
13-1151.00,13-1151.00: Training and Development Specialists,11200,11200: Human resources professionals,0.07142857142857142,1,0.16901408450704225,0.22820919175911253
23-1022.00,"23-1022.00: Arbitrators, Mediators, and Conciliators",11200,11200: Human resources professionals,0.07142857142857142,1,0.16901408450704225,0.22820919175911253
11-3111.00,11-3111.00: Compensation and Benefits Managers,11200,11200: Human resources professionals,0.07142857142857142,0.25,0.04225352112676056,0.014263074484944533
11-3121.00,11-3121.00: Human Resources Managers,11200,11200: Human resources professionals,0.07142857142857142,0.25,0.04225352112676056,0.014263074484944533
11-3131.00,11-3131.00: Training and Development Managers,11200,11200: Human resources professionals,0.07142857142857142,0.25,0.04225352112676056,0.014263074484944533
13-1041.00,13-1041.00: Compliance Officers,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1041.01,13-1041.01: Environmental Compliance Inspectors,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1041.03,13-1041.03: Equal Opportunity Representatives and Officers,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1041.04,13-1041.04: Government Property Inspectors and Investigators,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1041.06,13-1041.06: Coroners,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1041.07,13-1041.07: Regulatory Affairs Specialists,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1041.08,13-1041.08: Customs Brokers,11200,11200: Human resources professionals,0.07142857142857142,0.16666666666666666,0.02816901408450704,0.006339144215530904
13-1111.00,13-1111.00: Management Analysts,11201,11201: Professional occupations in business management consulting,1,1,1,1
13-1161.00,13-1161.00: Market Research Analysts and Marketing Specialists,11202,"11202: Professional occupations in advertising, marketing and public relations",0.25,0.41666666666666663,0.234375,0.2848101265822785
13-1161.01,13-1161.01: Search Marketing Strategists,11202,"11202: Professional occupations in advertising, marketing and public relations",0.25,0.41666666666666663,0.234375,0.2848101265822785
13-1011.00,"13-1011.00: Agents and Business Managers of Artists, Performers, and Athletes",11202,"11202: Professional occupations in advertising, marketing and public relations",0.125,0.3333333333333333,0.1875,0.18227848101265823
13-1131.00,13-1131.00: Fundraisers,11202,"11202: Professional occupations in advertising, marketing and public relations",0.125,0.3333333333333333,0.1875,0.18227848101265823
41-3011.00,41-3011.00: Advertising Sales Agents,11202,"11202: Professional occupations in advertising, marketing and public relations",0.125,0.16666666666666666,0.09375,0.04556962025316456
27-3031.00,27-3031.00: Public Relations Specialists,11202,"11202: Professional occupations in advertising, marketing and public relations",0.125,0.1111111111111111,0.0625,0.020253164556962026
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,12010,"12010: Supervisors, general office and administrative support workers",1,0.14285714285714285,1,1
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,12011,"12011: Supervisors, finance and insurance office workers",1,0.14285714285714285,1,1
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,12012,"12012: Supervisors, library, correspondence and related information workers",1,0.14285714285714285,1,1
53-1041.00,53-1041.00: Aircraft Cargo Handling Supervisors,12013,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",0.2,0.16666666666666666,0.2641509433962264,0.3001531393568147
53-1042.00,"53-1042.00: First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",12013,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",0.2,0.16666666666666666,0.2641509433962264,0.3001531393568147
53-1042.01,53-1042.01: Recycling Coordinators,12013,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",0.2,0.16666666666666666,0.2641509433962264,0.3001531393568147
53-1043.00,53-1043.00: First-Line Supervisors of Material-Moving Machine and Vehicle Operators,12013,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",0.2,0.08333333333333333,0.1320754716981132,0.07503828483920368
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,12013,"12013: Supervisors, supply chain, tracking and scheduling coordination occupations",0.2,0.047619047619047616,0.07547169811320754,0.024502297090352218
43-6011.00,43-6011.00: Executive Secretaries and Executive Administrative Assistants,12100,12100: Executive assistants,1,0.5,1,1
13-1071.00,13-1071.00: Human Resources Specialists,12101,12101: Human resources and recruitment officers,0.5,1,0.5,0.5
13-1074.00,13-1074.00: Farm Labor Contractors,12101,12101: Human resources and recruitment officers,0.5,1,0.5,0.5
13-1023.00,"13-1023.00: Purchasing Agents, Except Wholesale, Retail, and Farm Products",12102,12102: Procurement and purchasing agents and officers,0.5,1,0.6666666666666666,0.7999999999999999
13-1021.00,"13-1021.00: Buyers and Purchasing Agents, Farm Products",12102,12102: Procurement and purchasing agents and officers,0.5,0.5,0.3333333333333333,0.19999999999999998
13-1121.00,"13-1121.00: Meeting, Convention, and Event Planners",12103,12103: Conference and event planners,1,1,1,1
13-2081.00,"13-2081.00: Tax Examiners and Collectors, and Revenue Agents",12104,12104: Employment insurance and revenue officers,0.2,0.5,0.375,0.5806451612903226
23-1021.00,"23-1021.00: Administrative Law Judges, Adjudicators, and Hearing Officers",12104,12104: Employment insurance and revenue officers,0.2,0.25,0.1875,0.14516129032258066
43-4061.00,"43-4061.00: Eligibility Interviewers, Government Programs",12104,12104: Employment insurance and revenue officers,0.2,0.25,0.1875,0.14516129032258066
33-3051.00,33-3051.00: Police and Sheriff's Patrol Officers,12104,12104: Employment insurance and revenue officers,0.2,0.16666666666666666,0.125,0.06451612903225806
33-3051.04,33-3051.04: Customs and Border Protection Officers,12104,12104: Employment insurance and revenue officers,0.2,0.16666666666666666,0.125,0.06451612903225806
27-3092.00,27-3092.00: Court Reporters and Simultaneous Captioners,12110,"12110: Court reporters, medical transcriptionists and related occupations",0.5,1,0.6666666666666666,0.7999999999999999
31-9094.00,31-9094.00: Medical Transcriptionists,12110,"12110: Court reporters, medical transcriptionists and related occupations",0.5,0.5,0.3333333333333333,0.19999999999999998
43-4071.00,43-4071.00: File Clerks,12111,12111: Health information management occupations,1,0.25,1,1
43-4071.00,43-4071.00: File Clerks,12112,12112: Records management technicians,1,0.25,1,1
19-4061.00,19-4061.00: Social Science Research Assistants,12113,12113: Statistical officers and related research support occupations,0.5,0.5,0.5,0.5
43-9111.00,43-9111.00: Statistical Assistants,12113,12113: Statistical officers and related research support occupations,0.5,0.5,0.5,0.5
43-3031.00,"43-3031.00: Bookkeeping, Accounting, and Auditing Clerks",12200,12200: Accounting technicians and bookkeepers,1,0.5,1,1
13-1031.00,"13-1031.00: Claims Adjusters, Examiners, and Investigators",12201,12201: Insurance adjusters and claims examiners,0.5,1,0.5,0.5
13-1032.00,"13-1032.00: Insurance Appraisers, Auto Damage",12201,12201: Insurance adjusters and claims examiners,0.5,1,0.5,0.5
13-2053.00,13-2053.00: Insurance Underwriters,12202,12202: Insurance underwriters,1,1,1,1
13-2022.00,13-2022.00: Appraisers of Personal and Business Property,12203,"12203: Assessors, business valuators and appraisers",0.5,1,0.5,0.5
13-2023.00,13-2023.00: Appraisers and Assessors of Real Estate,12203,"12203: Assessors, business valuators and appraisers",0.5,1,0.5,0.5
13-2031.00,13-2031.00: Budget Analysts,13100,13100: Administrative officers,0.2,1,0.4409448818897638,0.6510276105459829
25-9044.00,"25-9044.00: Teaching Assistants, Postsecondary",13100,13100: Administrative officers,0.2,0.5,0.2204724409448819,0.16275690263649573
43-6011.00,43-6011.00: Executive Secretaries and Executive Administrative Assistants,13100,13100: Administrative officers,0.2,0.5,0.2204724409448819,0.16275690263649573
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,13100,13100: Administrative officers,0.2,0.14285714285714285,0.06299212598425197,0.013286277766244548
11-3012.00,11-3012.00: Administrative Services Managers,13100,13100: Administrative officers,0.2,0.125,0.05511811023622047,0.010172306414780983
11-9141.00,"11-9141.00: Property, Real Estate, and Community Association Managers",13101,13101: Property administrators,0.5,0.5,0.5,0.5
41-9022.00,41-9022.00: Real Estate Sales Agents,13101,13101: Property administrators,0.5,0.5,0.5,0.5
43-3051.00,43-3051.00: Payroll and Timekeeping Clerks,13102,13102: Payroll administrators,1,1,1,1
43-6014.00,"43-6014.00: Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",13110,13110: Administrative assistants,0.25,1,0.5714285714285714,0.8421052631578947
11-3111.00,11-3111.00: Compensation and Benefits Managers,13110,13110: Administrative assistants,0.25,0.25,0.14285714285714285,0.05263157894736842
11-3121.00,11-3121.00: Human Resources Managers,13110,13110: Administrative assistants,0.25,0.25,0.14285714285714285,0.05263157894736842
11-3131.00,11-3131.00: Training and Development Managers,13110,13110: Administrative assistants,0.25,0.25,0.14285714285714285,0.05263157894736842
43-6012.00,43-6012.00: Legal Secretaries and Administrative Assistants,13111,13111: Legal administrative assistants,1,1,1,1
43-6013.00,43-6013.00: Medical Secretaries and Administrative Assistants,13112,13112: Medical administrative assistants,0.5,1,0.6666666666666666,0.7999999999999999
31-9094.00,31-9094.00: Medical Transcriptionists,13112,13112: Medical administrative assistants,0.5,0.5,0.3333333333333333,0.19999999999999998
13-1199.04,13-1199.04: Business Continuity Planners,13200,"13200: Customs, ship and other brokers",0.25,0.25,0.25,0.25
13-1199.05,13-1199.05: Sustainability Specialists,13200,"13200: Customs, ship and other brokers",0.25,0.25,0.25,0.25
13-1199.06,13-1199.06: Online Merchants,13200,"13200: Customs, ship and other brokers",0.25,0.25,0.25,0.25
13-1199.07,13-1199.07: Security Management Specialists,13200,"13200: Customs, ship and other brokers",0.25,0.25,0.25,0.25
43-5031.00,43-5031.00: Public Safety Telecommunicators,13201,13201: Production and transportation logistics coordinators,0.125,0.5,0.2847457627118644,0.41106903582872123
43-5061.00,"43-5061.00: Production, Planning, and Expediting Clerks",13201,13201: Production and transportation logistics coordinators,0.125,0.5,0.2847457627118644,0.41106903582872123
53-1041.00,53-1041.00: Aircraft Cargo Handling Supervisors,13201,13201: Production and transportation logistics coordinators,0.125,0.16666666666666666,0.09491525423728814,0.04567433731430236
53-1042.00,"53-1042.00: First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",13201,13201: Production and transportation logistics coordinators,0.125,0.16666666666666666,0.09491525423728814,0.04567433731430236
53-1042.01,53-1042.01: Recycling Coordinators,13201,13201: Production and transportation logistics coordinators,0.125,0.16666666666666666,0.09491525423728814,0.04567433731430236
43-5032.00,"43-5032.00: Dispatchers, Except Police, Fire, and Ambulance",13201,13201: Production and transportation logistics coordinators,0.125,0.125,0.0711864406779661,0.025691814739295077
53-1043.00,53-1043.00: First-Line Supervisors of Material-Moving Machine and Vehicle Operators,13201,13201: Production and transportation logistics coordinators,0.125,0.08333333333333333,0.04745762711864407,0.01141858432857559
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,13201,13201: Production and transportation logistics coordinators,0.125,0.047619047619047616,0.02711864406779661,0.0037285173317797835
43-9022.00,43-9022.00: Word Processors and Typists,14100,14100: General office support workers,0.25,1,0.2857142857142857,0.3076923076923077
43-9061.00,"43-9061.00: Office Clerks, General",14100,14100: General office support workers,0.25,1,0.2857142857142857,0.3076923076923077
43-9071.00,"43-9071.00: Office Machine Operators, Except Computer",14100,14100: General office support workers,0.25,1,0.2857142857142857,0.3076923076923077
43-4071.00,43-4071.00: File Clerks,14100,14100: General office support workers,0.25,0.5,0.14285714285714285,0.07692307692307693
43-2011.00,"43-2011.00: Switchboard Operators, Including Answering Service",14101,14101: Receptionists,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
43-2021.00,43-2021.00: Telephone Operators,14101,14101: Receptionists,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
43-4171.00,43-4171.00: Receptionists and Information Clerks,14101,14101: Receptionists,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
43-4161.00,"43-4161.00: Human Resources Assistants, Except Payroll and Timekeeping",14102,14102: Personnel clerks,1,1,1,1
23-1012.00,23-1012.00: Judicial Law Clerks,14103,14103: Court clerks and related court services occupations,0.25,1,0.6206896551724138,0.8161209068010076
43-4031.00,"43-4031.00: Court, Municipal, and License Clerks",14103,14103: Court clerks and related court services occupations,0.5,0.4444444444444444,0.27586206896551724,0.16120906801007556
23-1021.00,"23-1021.00: Administrative Law Judges, Adjudicators, and Hearing Officers",14103,14103: Court clerks and related court services occupations,0.25,0.16666666666666666,0.10344827586206895,0.022670025188916868
43-4111.00,"43-4111.00: Interviewers, Except Eligibility and Loan",14110,14110: Survey interviewers and statistical clerks,0.3333333333333333,1,0.4,0.4444444444444444
43-5041.00,"43-5041.00: Meter Readers, Utilities",14110,14110: Survey interviewers and statistical clerks,0.3333333333333333,1,0.4,0.4444444444444444
43-9111.00,43-9111.00: Statistical Assistants,14110,14110: Survey interviewers and statistical clerks,0.3333333333333333,0.5,0.2,0.1111111111111111
43-9021.00,43-9021.00: Data Entry Keyers,14111,14111: Data entry clerks,1,1,1,1
43-9031.00,43-9031.00: Desktop Publishers,14112,14112: Desktop publishing operators and related occupations,0.5,1,0.6666666666666666,0.7999999999999999
51-5111.00,51-5111.00: Prepress Technicians and Workers,14112,14112: Desktop publishing operators and related occupations,0.5,0.5,0.3333333333333333,0.19999999999999998
13-2082.00,13-2082.00: Tax Preparers,14200,14200: Accounting and related clerks,0.3333333333333333,1,0.5,0.6666666666666666
43-3021.00,43-3021.00: Billing and Posting Clerks,14200,14200: Accounting and related clerks,0.3333333333333333,0.5,0.25,0.16666666666666666
43-3031.00,"43-3031.00: Bookkeeping, Accounting, and Auditing Clerks",14200,14200: Accounting and related clerks,0.3333333333333333,0.5,0.25,0.16666666666666666
43-4011.00,43-4011.00: Brokerage Clerks,14201,"14201: Banking, insurance and other financial clerks",0.2,1,0.25,0.2857142857142857
43-4041.00,"43-4041.00: Credit Authorizers, Checkers, and Clerks",14201,"14201: Banking, insurance and other financial clerks",0.2,1,0.25,0.2857142857142857
43-9041.00,43-9041.00: Insurance Claims and Policy Processing Clerks,14201,"14201: Banking, insurance and other financial clerks",0.2,1,0.25,0.2857142857142857
43-3021.00,43-3021.00: Billing and Posting Clerks,14201,"14201: Banking, insurance and other financial clerks",0.2,0.5,0.125,0.07142857142857142
43-4131.00,43-4131.00: Loan Interviewers and Clerks,14201,"14201: Banking, insurance and other financial clerks",0.2,0.5,0.125,0.07142857142857142
43-3011.00,43-3011.00: Bill and Account Collectors,14202,14202: Collection clerks,1,1,1,1
43-4121.00,"43-4121.00: Library Assistants, Clerical",14300,14300: Library assistants and clerks,1,1,1,1
43-4021.00,43-4021.00: Correspondence Clerks,14301,"14301: Correspondence, publication and regulatory clerks",0.3333333333333333,1,0.42857142857142855,0.47368421052631576
43-9081.00,43-9081.00: Proofreaders and Copy Markers,14301,"14301: Correspondence, publication and regulatory clerks",0.3333333333333333,1,0.42857142857142855,0.47368421052631576
43-4031.00,"43-4031.00: Court, Municipal, and License Clerks",14301,"14301: Correspondence, publication and regulatory clerks",0.3333333333333333,0.3333333333333333,0.14285714285714285,0.05263157894736842
43-5071.00,"43-5071.00: Shipping, Receiving, and Inventory Clerks",14400,14400: Shippers and receivers,1,0.5,1,1
41-2022.00,41-2022.00: Parts Salespersons,14401,14401: Storekeepers and partspersons,0.5,1,0.6666666666666666,0.7999999999999999
53-7065.00,53-7065.00: Stockers and Order Fillers,14401,14401: Storekeepers and partspersons,0.5,0.5,0.3333333333333333,0.19999999999999998
43-5061.00,"43-5061.00: Production, Planning, and Expediting Clerks",14402,14402: Production logistics workers,1,0.5,1,1
43-3061.00,43-3061.00: Procurement Clerks,14403,14403: Purchasing and inventory control workers,0.5,1,0.6666666666666666,0.7999999999999999
43-5071.00,"43-5071.00: Shipping, Receiving, and Inventory Clerks",14403,14403: Purchasing and inventory control workers,0.5,0.5,0.3333333333333333,0.19999999999999998
43-5031.00,43-5031.00: Public Safety Telecommunicators,14404,14404: Dispatchers,0.5,0.5,0.8,0.9411764705882353
43-5032.00,"43-5032.00: Dispatchers, Except Police, Fire, and Ambulance",14404,14404: Dispatchers,0.5,0.125,0.2,0.058823529411764705
43-5032.00,"43-5032.00: Dispatchers, Except Police, Fire, and Ambulance",14405,14405: Transportation route and crew schedulers,1,0.25,1,1
11-9041.00,11-9041.00: Architectural and Engineering Managers,20010,20010: Engineering managers,0.5,0.5,0.5,0.5
11-9041.01,11-9041.01: Biofuels/Biodiesel Technology and Product Development Managers,20010,20010: Engineering managers,0.5,0.5,0.5,0.5
11-9121.00,11-9121.00: Natural Sciences Managers,20011,20011: Architecture and science managers,0.16666666666666666,1,0.2222222222222222,0.26666666666666666
11-9121.01,11-9121.01: Clinical Research Coordinators,20011,20011: Architecture and science managers,0.16666666666666666,1,0.2222222222222222,0.26666666666666666
11-9121.02,11-9121.02: Water Resource Specialists,20011,20011: Architecture and science managers,0.16666666666666666,1,0.2222222222222222,0.26666666666666666
11-9041.00,11-9041.00: Architectural and Engineering Managers,20011,20011: Architecture and science managers,0.16666666666666666,0.5,0.1111111111111111,0.06666666666666667
11-9041.01,11-9041.01: Biofuels/Biodiesel Technology and Product Development Managers,20011,20011: Architecture and science managers,0.16666666666666666,0.5,0.1111111111111111,0.06666666666666667
19-3051.00,19-3051.00: Urban and Regional Planners,20011,20011: Architecture and science managers,0.16666666666666666,0.5,0.1111111111111111,0.06666666666666667
11-3021.00,11-3021.00: Computer and Information Systems Managers,20012,20012: Computer and information systems managers,1,1,1,1
19-2011.00,19-2011.00: Astronomers,21100,21100: Physicists and astronomers,0.25,1,0.3529411764705882,0.4235294117647059
19-2012.00,19-2012.00: Physicists,21100,21100: Physicists and astronomers,0.25,1,0.3529411764705882,0.4235294117647059
19-1021.00,19-1021.00: Biochemists and Biophysicists,21100,21100: Physicists and astronomers,0.25,0.5,0.1764705882352941,0.10588235294117647
19-2021.00,19-2021.00: Atmospheric and Space Scientists,21100,21100: Physicists and astronomers,0.25,0.3333333333333333,0.1176470588235294,0.047058823529411764
19-2031.00,19-2031.00: Chemists,21101,21101: Chemists,0.3333333333333333,1,0.5454545454545455,0.7346938775510204
19-1021.00,19-1021.00: Biochemists and Biophysicists,21101,21101: Chemists,0.3333333333333333,0.5,0.27272727272727276,0.1836734693877551
19-2021.00,19-2021.00: Atmospheric and Space Scientists,21101,21101: Chemists,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.08163265306122447
19-2042.00,"19-2042.00: Geoscientists, Except Hydrologists and Geographers",21102,21102: Geoscientists and oceanographers,0.5,1,0.5,0.5
19-2043.00,19-2043.00: Hydrologists,21102,21102: Geoscientists and oceanographers,0.5,1,0.5,0.5
19-2021.00,19-2021.00: Atmospheric and Space Scientists,21103,21103: Meteorologists and climatologists,1,0.3333333333333333,1,1
19-2032.00,19-2032.00: Materials Scientists,21109,21109: Other professional occupations in physical sciences,0.3333333333333333,1,0.4,0.4444444444444444
