onet_soc_code,onet_plus_title,soc_2018,noc_2016,noc_2021,noc_plus_title,w_1,w_2,w_3,path_weight
49-9094.00,49-9094.00: Locksmiths and Safe Repairers,49-9094,7384,72999,72999: Other technical trades and related occupations,1,1,0.5,0.5
51-7031.00,"51-7031.00: Model Makers, Wood",51-7031,7384,72999,72999: Other technical trades and related occupations,1,1,0.5,0.5
51-7032.00,"51-7032.00: Patternmakers, Wood",51-7032,7384,72999,72999: Other technical trades and related occupations,1,1,0.5,0.5
49-9099.01,49-9099.01: Geothermal Technicians,49-9099,7384,72999,72999: Other technical trades and related occupations,1,0.25,0.5,0.125
47-2051.00,47-2051.00: Cement Masons and Concrete Finishers,47-2051,7282,73100,73100: Concrete finishers,1,1,1,1
47-2044.00,47-2044.00: Tile and Stone Setters,47-2044,7283,73101,73101: Tilesetters,1,1,1,1
47-2053.00,47-2053.00: Terrazzo Workers and Finishers,47-2053,7283,73101,73101: Tilesetters,1,1,1,1
47-2081.00,47-2081.00: Drywall and Ceiling Tile Installers,47-2081,7284,73102,"73102: Plasterers, drywall installers and finishers and lathers",1,1,1,1
47-2082.00,47-2082.00: Tapers,47-2082,7284,73102,"73102: Plasterers, drywall installers and finishers and lathers",1,1,1,1
47-2161.00,47-2161.00: Plasterers and Stucco Masons,47-2161,7284,73102,"73102: Plasterers, drywall installers and finishers and lathers",1,1,1,1
47-2181.00,47-2181.00: Roofers,47-2181,7291,73110,73110: Roofers and shinglers,1,1,1,1
47-2121.00,47-2121.00: Glaziers,47-2121,7292,73111,73111: Glaziers,1,1,1,1
47-2142.00,47-2142.00: Paperhangers,47-2142,7294,73112,73112: Painters and decorators (except interior decorators),1,1,1,1
47-2141.00,"47-2141.00: Painters, Construction and Maintenance",47-2141,7294,73112,73112: Painters and decorators (except interior decorators),1,0.5,1,0.5
47-2041.00,47-2041.00: Carpet Installers,47-2041,7295,73113,73113: Floor covering installers,1,1,1,1
47-2042.00,"47-2042.00: Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042,7295,73113,73113: Floor covering installers,1,1,1,1
47-2031.00,47-2031.00: Carpenters,47-2031,7295,73113,73113: Floor covering installers,1,0.5,1,0.5
47-2043.00,47-2043.00: Floor Sanders and Finishers,47-2043,7441,73200,73200: Residential and commercial installers and servicers,1,1,1,1
47-2231.00,47-2231.00: Solar Photovoltaic Installers,47-2231,7441,73200,73200: Residential and commercial installers and servicers,1,1,1,1
47-4031.00,47-4031.00: Fence Erectors,47-4031,7441,73200,73200: Residential and commercial installers and servicers,1,1,1,1
47-4091.00,47-4091.00: Segmental Pavers,47-4091,7441,73200,73200: Residential and commercial installers and servicers,1,1,1,1
49-9011.00,49-9011.00: Mechanical Door Repairers,49-9011,7441,73200,73200: Residential and commercial installers and servicers,1,1,1,1
49-9095.00,49-9095.00: Manufactured Building and Mobile Home Installers,49-9095,7441,73200,73200: Residential and commercial installers and servicers,1,1,1,1
47-4099.03,47-4099.03: Weatherization Installers and Technicians,47-4099,7441,73200,73200: Residential and commercial installers and servicers,1,0.5,1,0.5
49-9099.01,49-9099.01: Geothermal Technicians,49-9099,7441,73200,73200: Residential and commercial installers and servicers,1,0.25,1,0.25
49-9071.00,"49-9071.00: Maintenance and Repair Workers, General",49-9071,6733,73201,73201: General building maintenance workers and building superintendents,1,1,0.5,0.5
37-2011.00,"37-2011.00: Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,6733,73201,73201: General building maintenance workers and building superintendents,1,0.5,0.5,0.25
37-2021.00,37-2021.00: Pest Control Workers,37-2021,7444,73202,73202: Pest controllers and fumigators,1,1,1,1
49-3091.00,49-3091.00: Bicycle Repairers,49-3091,7445,73209,73209: Other repairers and servicers,1,1,0.5,0.5
49-9061.00,49-9061.00: Camera and Photographic Equipment Repairers,49-9061,7445,73209,73209: Other repairers and servicers,1,1,0.5,0.5
49-9063.00,49-9063.00: Musical Instrument Repairers and Tuners,49-9063,7445,73209,73209: Other repairers and servicers,1,1,0.5,0.5
49-9091.00,"49-9091.00: Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,7445,73209,73209: Other repairers and servicers,1,1,0.5,0.5
49-9012.00,"49-9012.00: Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,7445,73209,73209: Other repairers and servicers,1,0.25,0.5,0.125
49-9099.01,49-9099.01: Geothermal Technicians,49-9099,7445,73209,73209: Other repairers and servicers,1,0.25,0.5,0.125
53-3032.00,53-3032.00: Heavy and Tractor-Trailer Truck Drivers,53-3032,7511,73300,73300: Transport truck drivers,1,1,1,1
53-3051.00,"53-3051.00: Bus Drivers, School",53-3051,7512,73301,"73301: Bus drivers, subway operators and other transit operators",1,1,1,1
53-3052.00,"53-3052.00: Bus Drivers, Transit and Intercity",53-3052,7512,73301,"73301: Bus drivers, subway operators and other transit operators",1,1,1,1
53-4041.00,53-4041.00: Subway and Streetcar Operators,53-4041,7512,73301,"73301: Bus drivers, subway operators and other transit operators",1,1,1,1
53-3053.00,53-3053.00: Shuttle Drivers and Chauffeurs,53-3053,7512,73301,"73301: Bus drivers, subway operators and other transit operators",1,0.5,1,0.5
53-4011.00,53-4011.00: Locomotive Engineers,53-4011,7361,73310,73310: Railway and yard locomotive engineers,1,1,1,1
53-4013.00,"53-4013.00: Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,7361,73310,73310: Railway and yard locomotive engineers,1,1,1,1
53-4022.00,"53-4022.00: Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022,7362,73311,73311: Railway conductors and brakemen/women,1,0.5,1,0.5
53-4031.00,53-4031.00: Railroad Conductors and Yardmasters,53-4031,7362,73311,73311: Railway conductors and brakemen/women,1,0.5,1,0.5
47-2071.00,"47-2071.00: Paving, Surfacing, and Tamping Equipment Operators",47-2071,7521,73400,73400: Heavy equipment operators,1,1,1,1
47-2072.00,47-2072.00: Pile Driver Operators,47-2072,7521,73400,73400: Heavy equipment operators,1,1,1,1
47-2073.00,47-2073.00: Operating Engineers and Other Construction Equipment Operators,47-2073,7521,73400,73400: Heavy equipment operators,1,1,1,1
47-5022.00,"47-5022.00: Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022,7521,73400,73400: Heavy equipment operators,1,1,1,1
53-7031.00,53-7031.00: Dredge Operators,53-7031,7521,73400,73400: Heavy equipment operators,1,1,1,1
51-5112.00,51-5112.00: Printing Press Operators,51-5112,7381,73401,73401: Printing press operators,1,0.3333333333333333,1,0.3333333333333333
47-5032.00,"47-5032.00: Explosives Workers, Ordnance Handling Experts, and Blasters",47-5032,7372,73402,"73402: Drillers and blasters - surface mining, quarrying and construction",1,1,1,1
47-5023.00,"47-5023.00: Earth Drillers, Except Oil and Gas",47-5023,7372,73402,"73402: Drillers and blasters - surface mining, quarrying and construction",1,0.5,1,0.5
43-5051.00,43-5051.00: Postal Service Clerks,43-5051,1511,74100,74100: Mail and parcel sorters and related occupations,1,1,0.5,0.5
43-5053.00,"43-5053.00: Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,1511,74100,74100: Mail and parcel sorters and related occupations,1,1,0.5,0.5
43-9051.00,"43-9051.00: Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,1511,74100,74100: Mail and parcel sorters and related occupations,1,1,0.5,0.5
43-5052.00,43-5052.00: Postal Service Mail Carriers,43-5052,1512,74101,74101: Letter carriers,1,1,1,1
43-5021.00,43-5021.00: Couriers and Messengers,43-5021,1513,74102,74102: Couriers and messengers,1,1,0.5,0.5
53-3031.00,53-3031.00: Driver/Sales Workers,53-3031,7514,74102,74102: Couriers and messengers,1,1,0.5,0.5
53-3033.00,53-3033.00: Light Truck Drivers,53-3033,7514,74102,74102: Couriers and messengers,1,1,0.5,0.5
41-9091.00,"41-9091.00: Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,1513,74102,74102: Couriers and messengers,1,0.5,0.5,0.25
47-4061.00,47-4061.00: Rail-Track Laying and Maintenance Equipment Operators,47-4061,7531,74200,74200: Railway yard and track maintenance workers,1,1,1,1
53-4022.00,"53-4022.00: Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022,7531,74200,74200: Railway yard and track maintenance workers,1,0.5,1,0.5
53-5011.00,53-5011.00: Sailors and Marine Oilers,53-5011,7532,74201,74201: Water transport deck and engine room crew,1,1,1,1
53-7061.00,53-7061.00: Cleaners of Vehicles and Equipment,53-7061,7534,74202,74202: Air transport ramp attendants,1,0.5,1,0.5
53-1041.00,53-1041.00: Aircraft Cargo Handling Supervisors,53-1041,1215,74202,74202: Air transport ramp attendants,1,0.5,0.3333333333333333,0.16666666666666666
53-1042.00,"53-1042.00: First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042,1215,74202,74202: Air transport ramp attendants,1,0.5,0.3333333333333333,0.16666666666666666
53-1042.01,53-1042.01: Recycling Coordinators,53-1042,1215,74202,74202: Air transport ramp attendants,1,0.5,0.3333333333333333,0.16666666666666666
53-1043.00,53-1043.00: First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043,1215,74202,74202: Air transport ramp attendants,1,0.25,0.3333333333333333,0.08333333333333333
43-1011.00,43-1011.00: First-Line Supervisors of Office and Administrative Support Workers,43-1011,1215,74202,74202: Air transport ramp attendants,1,0.14285714285714285,0.3333333333333333,0.047619047619047616
49-3093.00,49-3093.00: Tire Repairers and Changers,49-3093,7535,74203,74203: Automotive and heavy truck and equipment parts installers and servicers,1,1,1,1
49-9043.00,"49-9043.00: Maintenance Workers, Machinery",49-9043,7535,74203,74203: Automotive and heavy truck and equipment parts installers and servicers,1,0.5,1,0.5
49-9098.00,"49-9098.00: Helpers--Installation, Maintenance, and Repair Workers",49-9098,7535,74203,74203: Automotive and heavy truck and equipment parts installers and servicers,1,0.5,1,0.5
37-3013.00,37-3013.00: Tree Trimmers and Pruners,37-3013,7522,74204,74204: Utility maintenance workers,1,0.5,0.5,0.25
47-4051.00,47-4051.00: Highway Maintenance Workers,47-4051,7522,74204,74204: Utility maintenance workers,1,0.5,0.5,0.25
47-4071.00,47-4071.00: Septic Tank Servicers and Sewer Pipe Cleaners,47-4071,7522,74204,74204: Utility maintenance workers,1,0.5,0.5,0.25
49-9012.00,"49-9012.00: Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,7442,74204,74204: Utility maintenance workers,1,0.25,1,0.25
49-9099.01,49-9099.01: Geothermal Technicians,49-9099,7442,74204,74204: Utility maintenance workers,1,0.25,1,0.25
53-7081.00,53-7081.00: Refuse and Recyclable Material Collectors,53-7081,7522,74204,74204: Utility maintenance workers,1,0.5,0.5,0.25
37-3013.00,37-3013.00: Tree Trimmers and Pruners,37-3013,7522,74205,74205: Public works maintenance equipment operators and related workers,1,0.5,0.5,0.25
47-4051.00,47-4051.00: Highway Maintenance Workers,47-4051,7522,74205,74205: Public works maintenance equipment operators and related workers,1,0.5,0.5,0.25
47-4071.00,47-4071.00: Septic Tank Servicers and Sewer Pipe Cleaners,47-4071,7522,74205,74205: Public works maintenance equipment operators and related workers,1,0.5,0.5,0.25
53-7081.00,53-7081.00: Refuse and Recyclable Material Collectors,53-7081,7522,74205,74205: Public works maintenance equipment operators and related workers,1,0.5,0.5,0.25
53-7121.00,"53-7121.00: Tank Car, Truck, and Ship Loaders",53-7121,7451,75100,75100: Longshore workers,1,0.5,1,0.5
53-7011.00,53-7011.00: Conveyor Operators and Tenders,53-7011,7452,75101,75101: Material handlers,1,1,1,1
53-7051.00,53-7051.00: Industrial Truck and Tractor Operators,53-7051,7452,75101,75101: Material handlers,1,1,1,1
53-7062.00,"53-7062.00: Laborers and Freight, Stock, and Material Movers, Hand",53-7062,7452,75101,75101: Material handlers,1,0.5,1,0.5
53-7062.04,53-7062.04: Recycling and Reclamation Workers,53-7062,7452,75101,75101: Material handlers,1,0.5,1,0.5
53-7121.00,"53-7121.00: Tank Car, Truck, and Ship Loaders",53-7121,7452,75101,75101: Material handlers,1,0.5,1,0.5
41-4011.00,"41-4011.00: Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,6221,75101,75101: Material handlers,1,1,0.3333333333333333,0.3333333333333333
41-4011.07,41-4011.07: Solar Sales Representatives and Assessors,41-4011,6221,75101,75101: Material handlers,1,1,0.3333333333333333,0.3333333333333333
41-9031.00,41-9031.00: Sales Engineers,41-9031,6221,75101,75101: Material handlers,1,1,0.3333333333333333,0.3333333333333333
41-1012.00,41-1012.00: First-Line Supervisors of Non-Retail Sales Workers,41-1012,6221,75101,75101: Material handlers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
47-2061.00,47-2061.00: Construction Laborers,47-2061,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-2151.00,47-2151.00: Pipelayers,47-2151,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-3011.00,"47-3011.00: Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-3012.00,47-3012.00: Helpers--Carpenters,47-3012,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-3014.00,"47-3014.00: Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-3015.00,"47-3015.00: Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-3016.00,47-3016.00: Helpers--Roofers,47-3016,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-4041.00,47-4041.00: Hazardous Materials Removal Workers,47-4041,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
47-5051.00,"47-5051.00: Rock Splitters, Quarry",47-5051,7611,75110,75110: Construction trades helpers and labourers,1,1,1,1
33-9091.00,33-9091.00: Crossing Guards and Flaggers,33-9091,7611,75110,75110: Construction trades helpers and labourers,1,0.5,1,0.5
47-3013.00,47-3013.00: Helpers--Electricians,47-3013,7611,75110,75110: Construction trades helpers and labourers,1,0.5,1,0.5
47-4099.03,47-4099.03: Weatherization Installers and Technicians,47-4099,7611,75110,75110: Construction trades helpers and labourers,1,0.5,1,0.5
53-7021.00,53-7021.00: Crane and Tower Operators,53-7021,7371,75110,75110: Construction trades helpers and labourers,1,1,0.5,0.5
53-7041.00,53-7041.00: Hoist and Winch Operators,53-7041,7371,75110,75110: Construction trades helpers and labourers,1,1,0.5,0.5
49-9096.00,49-9096.00: Riggers,49-9096,7371,75110,75110: Construction trades helpers and labourers,1,0.5,0.5,0.25
47-3013.00,47-3013.00: Helpers--Electricians,47-3013,7612,75119,75119: Other trades helpers and labourers,1,0.5,1,0.5
49-9043.00,"49-9043.00: Maintenance Workers, Machinery",49-9043,7612,75119,75119: Other trades helpers and labourers,1,0.5,1,0.5
49-9098.00,"49-9098.00: Helpers--Installation, Maintenance, and Repair Workers",49-9098,7612,75119,75119: Other trades helpers and labourers,1,0.5,1,0.5
53-3053.00,53-3053.00: Shuttle Drivers and Chauffeurs,53-3053,7513,75200,75200: Taxi and limousine drivers and chauffeurs,1,0.5,1,0.5
43-5021.00,43-5021.00: Couriers and Messengers,43-5021,1513,75201,75201: Delivery service drivers and door-to-door distributors,1,1,0.5,0.5
53-3031.00,53-3031.00: Driver/Sales Workers,53-3031,7514,75201,75201: Delivery service drivers and door-to-door distributors,1,1,0.5,0.5
53-3033.00,53-3033.00: Light Truck Drivers,53-3033,7514,75201,75201: Delivery service drivers and door-to-door distributors,1,1,0.5,0.5
41-9091.00,"41-9091.00: Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,1513,75201,75201: Delivery service drivers and door-to-door distributors,1,0.5,0.5,0.25
53-5022.00,53-5022.00: Motorboat Operators,53-5022,7533,75210,75210: Boat and cable ferry operators and related occupations,1,1,1,1
53-6011.00,53-6011.00: Bridge and Lock Tenders,53-6011,7533,75210,75210: Boat and cable ferry operators and related occupations,1,1,1,1
53-5021.00,"53-5021.00: Captains, Mates, and Pilots of Water Vessels",53-5021,7533,75210,75210: Boat and cable ferry operators and related occupations,1,0.5,1,0.5
53-7062.00,"53-7062.00: Laborers and Freight, Stock, and Material Movers, Hand",53-7062,7622,75211,75211: Railway and motor transport labourers,1,0.5,1,0.5
53-7062.04,53-7062.04: Recycling and Reclamation Workers,53-7062,7622,75211,75211: Railway and motor transport labourers,1,0.5,1,0.5
47-2141.00,"47-2141.00: Painters, Construction and Maintenance",47-2141,7621,75212,75212: Public works and maintenance labourers,1,0.5,1,0.5
47-4051.00,47-4051.00: Highway Maintenance Workers,47-4051,7621,75212,75212: Public works and maintenance labourers,1,0.5,1,0.5
53-7081.00,53-7081.00: Refuse and Recyclable Material Collectors,53-7081,7621,75212,75212: Public works and maintenance labourers,1,0.5,1,0.5
11-9013.00,"11-9013.00: Farmers, Ranchers, and Other Agricultural Managers",11-9013,0811,80010,80010: Managers in natural resources production and fishing,1,0.25,1,0.25
11-1021.00,11-1021.00: General and Operations Managers,11-1021,0811,80010,80010: Managers in natural resources production and fishing,1,0.08333333333333333,1,0.08333333333333333
45-2021.00,45-2021.00: Animal Breeders,45-2021,0821,80020,80020: Managers in agriculture,1,1,1,1
11-9013.00,"11-9013.00: Farmers, Ranchers, and Other Agricultural Managers",11-9013,0821,80020,80020: Managers in agriculture,1,0.25,1,0.25
11-9013.00,"11-9013.00: Farmers, Ranchers, and Other Agricultural Managers",11-9013,0822,80021,80021: Managers in horticulture,1,0.25,1,0.25
11-9013.00,"11-9013.00: Farmers, Ranchers, and Other Agricultural Managers",11-9013,0823,80022,80022: Managers in aquaculture,1,0.25,1,0.25
45-1011.00,"45-1011.00: First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,8211,82010,"82010: Supervisors, logging and forestry",1,0.5,1,0.5
47-1011.00,47-1011.00: First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,8221,82020,"82020: Supervisors, mining and quarrying",1,0.125,1,0.125
47-1011.03,47-1011.03: Solar Energy Installation Managers,47-1011,8221,82020,"82020: Supervisors, mining and quarrying",1,0.125,1,0.125
47-1011.00,47-1011.00: First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,8222,82021,"82021: Contractors and supervisors, oil and gas drilling and services",1,0.125,1,0.125
47-1011.03,47-1011.03: Solar Energy Installation Managers,47-1011,8222,82021,"82021: Contractors and supervisors, oil and gas drilling and services",1,0.125,1,0.125
45-1011.00,"45-1011.00: First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,8252,82030,82030: Agricultural service contractors and farm supervisors,1,0.5,0.25,0.125
45-2091.00,45-2091.00: Agricultural Equipment Operators,45-2091,8252,82030,82030: Agricultural service contractors and farm supervisors,1,0.5,0.25,0.125
53-2012.00,53-2012.00: Commercial Pilots,53-2012,8252,82030,82030: Agricultural service contractors and farm supervisors,1,0.5,0.25,0.125
39-2011.00,39-2011.00: Animal Trainers,39-2011,8252,82030,82030: Agricultural service contractors and farm supervisors,1,0.3333333333333333,0.25,0.08333333333333333
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8252,82030,82030: Agricultural service contractors and farm supervisors,1,0.3333333333333333,0.25,0.08333333333333333
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8252,82030,82030: Agricultural service contractors and farm supervisors,1,0.25,0.25,0.0625
37-1012.00,"37-1012.00: First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,8255,82031,"82031: Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1,1,1,1
47-5041.00,47-5041.00: Continuous Mining Machine Operators,47-5041,8231,83100,83100: Underground production and development miners,1,1,1,1
47-5043.00,"47-5043.00: Roof Bolters, Mining",47-5043,8231,83100,83100: Underground production and development miners,1,1,1,1
47-5044.00,"47-5044.00: Loading and Moving Machine Operators, Underground Mining",47-5044,8231,83100,83100: Underground production and development miners,1,0.5,1,0.5
47-5012.00,"47-5012.00: Rotary Drill Operators, Oil and Gas",47-5012,8232,83101,"83101: Oil and gas well drillers, servicers, testers and related workers",1,1,1,1
47-5013.00,"47-5013.00: Service Unit Operators, Oil and Gas",47-5013,8232,83101,"83101: Oil and gas well drillers, servicers, testers and related workers",1,0.5,1,0.5
45-4022.00,45-4022.00: Logging Equipment Operators,45-4022,8241,83110,83110: Logging machinery operators,1,0.5,1,0.5
45-3031.00,45-3031.00: Fishing and Hunting Workers,45-3031,8261,83120,83120: Fishing masters and officers,1,0.2,1,0.2
45-3031.00,45-3031.00: Fishing and Hunting Workers,45-3031,8262,83121,83121: Fishermen/women,1,0.2,1,0.2
47-5044.00,"47-5044.00: Loading and Moving Machine Operators, Underground Mining",47-5044,8411,84100,84100: Underground mine service and support workers,1,0.5,1,0.5
47-5011.00,"47-5011.00: Derrick Operators, Oil and Gas",47-5011,8412,84101,84101: Oil and gas well drilling and related workers and services operators,1,1,1,1
53-7073.00,53-7073.00: Wellhead Pumpers,53-7073,8412,84101,84101: Oil and gas well drilling and related workers and services operators,1,1,1,1
47-5013.00,"47-5013.00: Service Unit Operators, Oil and Gas",47-5013,8412,84101,84101: Oil and gas well drilling and related workers and services operators,1,0.5,1,0.5
45-4021.00,45-4021.00: Fallers,45-4021,8421,84110,84110: Chain saw and skidder operators,1,1,1,1
45-4022.00,45-4022.00: Logging Equipment Operators,45-4022,8421,84110,84110: Chain saw and skidder operators,1,0.5,1,0.5
45-4011.00,45-4011.00: Forest and Conservation Workers,45-4011,8422,84111,84111: Silviculture and forestry workers,1,1,1,1
45-2091.00,45-2091.00: Agricultural Equipment Operators,45-2091,8431,84120,84120: Specialized livestock workers and farm machinery operators,1,0.5,0.3333333333333333,0.16666666666666666
45-1011.00,"45-1011.00: First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,8252,84120,84120: Specialized livestock workers and farm machinery operators,1,0.5,0.25,0.125
45-2091.00,45-2091.00: Agricultural Equipment Operators,45-2091,8252,84120,84120: Specialized livestock workers and farm machinery operators,1,0.5,0.25,0.125
53-2012.00,53-2012.00: Commercial Pilots,53-2012,8252,84120,84120: Specialized livestock workers and farm machinery operators,1,0.5,0.25,0.125
39-2011.00,39-2011.00: Animal Trainers,39-2011,8431,84120,84120: Specialized livestock workers and farm machinery operators,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2041.00,"45-2041.00: Graders and Sorters, Agricultural Products",45-2041,8431,84120,84120: Specialized livestock workers and farm machinery operators,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8431,84120,84120: Specialized livestock workers and farm machinery operators,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
39-2011.00,39-2011.00: Animal Trainers,39-2011,8252,84120,84120: Specialized livestock workers and farm machinery operators,1,0.3333333333333333,0.25,0.08333333333333333
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8431,84120,84120: Specialized livestock workers and farm machinery operators,1,0.25,0.3333333333333333,0.08333333333333333
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8252,84120,84120: Specialized livestock workers and farm machinery operators,1,0.3333333333333333,0.25,0.08333333333333333
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8252,84120,84120: Specialized livestock workers and farm machinery operators,1,0.25,0.25,0.0625
45-3031.00,45-3031.00: Fishing and Hunting Workers,45-3031,8441,84121,84121: Fishing vessel deckhands,1,0.2,1,0.2
45-2091.00,45-2091.00: Agricultural Equipment Operators,45-2091,8431,85100,85100: Livestock labourers,1,0.5,0.3333333333333333,0.16666666666666666
45-1011.00,"45-1011.00: First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,8252,85100,85100: Livestock labourers,1,0.5,0.25,0.125
45-2091.00,45-2091.00: Agricultural Equipment Operators,45-2091,8252,85100,85100: Livestock labourers,1,0.5,0.25,0.125
53-2012.00,53-2012.00: Commercial Pilots,53-2012,8252,85100,85100: Livestock labourers,1,0.5,0.25,0.125
39-2011.00,39-2011.00: Animal Trainers,39-2011,8431,85100,85100: Livestock labourers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2041.00,"45-2041.00: Graders and Sorters, Agricultural Products",45-2041,8431,85100,85100: Livestock labourers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8431,85100,85100: Livestock labourers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
39-2011.00,39-2011.00: Animal Trainers,39-2011,8252,85100,85100: Livestock labourers,1,0.3333333333333333,0.25,0.08333333333333333
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8431,85100,85100: Livestock labourers,1,0.25,0.3333333333333333,0.08333333333333333
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8252,85100,85100: Livestock labourers,1,0.3333333333333333,0.25,0.08333333333333333
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8252,85100,85100: Livestock labourers,1,0.25,0.25,0.0625
45-2041.00,"45-2041.00: Graders and Sorters, Agricultural Products",45-2041,8611,85101,85101: Harvesting labourers,1,0.3333333333333333,1,0.3333333333333333
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8611,85101,85101: Harvesting labourers,1,0.25,1,0.25
45-2091.00,45-2091.00: Agricultural Equipment Operators,45-2091,8431,85101,85101: Harvesting labourers,1,0.5,0.3333333333333333,0.16666666666666666
39-2011.00,39-2011.00: Animal Trainers,39-2011,8431,85101,85101: Harvesting labourers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2041.00,"45-2041.00: Graders and Sorters, Agricultural Products",45-2041,8431,85101,85101: Harvesting labourers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8431,85101,85101: Harvesting labourers,1,0.3333333333333333,0.3333333333333333,0.1111111111111111
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8431,85101,85101: Harvesting labourers,1,0.25,0.3333333333333333,0.08333333333333333
45-2093.00,"45-2093.00: Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,8613,85102,85102: Aquaculture and marine harvest labourers,1,0.3333333333333333,1,0.3333333333333333
45-3031.00,45-3031.00: Fishing and Hunting Workers,45-3031,8613,85102,85102: Aquaculture and marine harvest labourers,1,0.2,1,0.2
37-3012.00,"37-3012.00: Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012,8432,85103,85103: Nursery and greenhouse labourers,1,1,1,1
45-2092.00,"45-2092.00: Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,8432,85103,85103: Nursery and greenhouse labourers,1,0.25,1,0.25
45-3031.00,45-3031.00: Fishing and Hunting Workers,45-3031,8442,85104,85104: Trappers and hunters,1,0.2,1,0.2
47-5081.00,47-5081.00: Helpers--Extraction Workers,47-5081,8614,85110,85110: Mine labourers,1,1,1,1
47-5071.00,"47-5071.00: Roustabouts, Oil and Gas",47-5071,8615,85111,"85111: Oil and gas drilling, servicing and related labourers",1,1,1,1
37-3011.00,37-3011.00: Landscaping and Groundskeeping Workers,37-3011,8612,85121,85121: Landscaping and grounds maintenance labourers,1,0.5,1,0.5
13-1081.00,13-1081.00: Logisticians,13-1081,0911,90010,90010: Manufacturing managers,1,1,1,1
